Id,Id2,Geography,Estimate; SEX AND AGE - Total population,Estimate; SEX AND AGE - Male,Estimate; SEX AND AGE - Female,Estimate; SEX AND AGE - Under 5 years,Estimate Margin of Error; SEX AND AGE - Under 5 years,Percent; SEX AND AGE - Under 5 years,Percent Margin of Error; SEX AND AGE - Under 5 years,Estimate; SEX AND AGE - 5 to 9 years,Estimate Margin of Error; SEX AND AGE - 5 to 9 years,Percent; SEX AND AGE - 5 to 9 years,Percent Margin of Error; SEX AND AGE - 5 to 9 years,Estimate; SEX AND AGE - 10 to 14 years,Estimate Margin of Error; SEX AND AGE - 10 to 14 years,Percent; SEX AND AGE - 10 to 14 years,Percent Margin of Error; SEX AND AGE - 10 to 14 years,Estimate; SEX AND AGE - 15 to 19 years,Estimate Margin of Error; SEX AND AGE - 15 to 19 years,Percent; SEX AND AGE - 15 to 19 years,Percent Margin of Error; SEX AND AGE - 15 to 19 years,Estimate; SEX AND AGE - 20 to 24 years,Estimate Margin of Error; SEX AND AGE - 20 to 24 years,Percent; SEX AND AGE - 20 to 24 years,Percent Margin of Error; SEX AND AGE - 20 to 24 years,Estimate; SEX AND AGE - 25 to 34 years,Estimate Margin of Error; SEX AND AGE - 25 to 34 years,Percent; SEX AND AGE - 25 to 34 years,Percent Margin of Error; SEX AND AGE - 25 to 34 years,Estimate; SEX AND AGE - 35 to 44 years,Estimate Margin of Error; SEX AND AGE - 35 to 44 years,Percent; SEX AND AGE - 35 to 44 years,Percent Margin of Error; SEX AND AGE - 35 to 44 years,Estimate; SEX AND AGE - 45 to 54 years,Estimate Margin of Error; SEX AND AGE - 45 to 54 years,Percent; SEX AND AGE - 45 to 54 years,Percent Margin of Error; SEX AND AGE - 45 to 54 years,Estimate; SEX AND AGE - 55 to 59 years,Estimate Margin of Error; SEX AND AGE - 55 to 59 years,Percent; SEX AND AGE - 55 to 59 years,Percent Margin of Error; SEX AND AGE - 55 to 59 years,Estimate; SEX AND AGE - 60 to 64 years,Estimate Margin of Error; SEX AND AGE - 60 to 64 years,Percent; SEX AND AGE - 60 to 64 years,Percent Margin of Error; SEX AND AGE - 60 to 64 years,Estimate; SEX AND AGE - 65 to 74 years,Estimate Margin of Error; SEX AND AGE - 65 to 74 years,Percent; SEX AND AGE - 65 to 74 years,Percent Margin of Error; SEX AND AGE - 65 to 74 years,Estimate; SEX AND AGE - 75 to 84 years,Estimate Margin of Error; SEX AND AGE - 75 to 84 years,Percent; SEX AND AGE - 75 to 84 years,Percent Margin of Error; SEX AND AGE - 75 to 84 years,Estimate; SEX AND AGE - 85 years and over,Estimate Margin of Error; SEX AND AGE - 85 years and over,Percent; SEX AND AGE - 85 years and over,Percent Margin of Error; SEX AND AGE - 85 years and over,Estimate; RACE - White,Estimate Margin of Error; RACE - White,Percent; RACE - White,Percent Margin of Error; RACE - White,Estimate; RACE - Black or African American,Estimate Margin of Error; RACE - Black or African American,Percent; RACE - Black or African American,Percent Margin of Error; RACE - Black or African American,Estimate; RACE - American Indian and Alaska Native,Estimate Margin of Error; RACE - American Indian and Alaska Native,Percent; RACE - American Indian and Alaska Native,Percent Margin of Error; RACE - American Indian and Alaska Native,Estimate; RACE - Asian,Estimate Margin of Error; RACE - Asian,Percent; RACE - Asian,Percent Margin of Error; RACE - Asian,Estimate; RACE - Native Hawaiian and Other Pacific Islander,Estimate Margin of Error; RACE - Native Hawaiian and Other Pacific Islander,Percent; RACE - Native Hawaiian and Other Pacific Islander,Percent Margin of Error; RACE - Native Hawaiian and Other Pacific Islander,Estimate; RACE - Some other race,Estimate Margin of Error; RACE - Some other race,Percent; RACE - Some other race,Percent Margin of Error; RACE - Some other race,Estimate; HISPANIC OR LATINO AND RACE - Hispanic or Latino (of any race),Estimate Margin of Error; HISPANIC OR LATINO AND RACE - Hispanic or Latino (of any race),Percent; HISPANIC OR LATINO AND RACE - Hispanic or Latino (of any race),Percent Margin of Error; HISPANIC OR LATINO AND RACE - Hispanic or Latino (of any race)
0400000US48,48,Texas,24311891,12058770,12253121,1903554,923,7.8,0.1,1846029,7039,7.6,0.1,1811920,6907,7.5,0.1,1849088,2632,7.6,0.1,1784929,2981,7.3,0.1,3490467,2715,14.4,0.1,3433085,2220,14.1,0.1,3322901,2153,13.7,0.1,1332455,4827,5.5,0.1,1070821,4914,4.4,0.1,1374422,1055,5.7,0.1,802838,2501,3.3,0.1,289382,2551,1.2,0.1,17928861,20913,73.7,0.1,3019735,4183,12.4,0.1,267204,4323,1.1,0.1,1004701,2516,4.1,0.1,31382,1219,0.1,0.1,2576587,22962,10.6,0.1,8917477,729,36.7,0.1
